"Codigo","Nombre","cantidad","Descripcion","Categoria","Etiquetas","Precio","URL FOTO",""
"2","Leche Entera Alpina","6","Bolsa x 1.100 ml","Lacteo/Huevos y refrigerados","Leches ","3100","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702001041404.jpg",""
"2","Leche Alpina Deslactosada ","7","Bolsa x 1.100 ml","Lacteo/Huevos y refrigerados","Leches ","3400","https://cdn.derematazo.com/wp-content/uploads/2019/08/Leche-Alpina-Deslactosada-Bolsa-x-1100ml-23445.jpg",""
"3","Leche Alpina Semi-Descremada  ","8","Bolsa x 1.100 ml","Lacteo/Huevos y refrigerados","Leches ","3500","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702001050130.jpg",""
"4","Leche Alpina Deslactosada-Descremada ","9","Bolsa x 1.100 ml","Lacteo/Huevos y refrigerados","Leches ","3500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496784-1000-1000/7702001053841.jpg?v=637230819660630000",""
"5","Leche Alpina Descremada  ","11","Bolsa x 1.100 ml","Lacteo/Huevos y refrigerados","Leches ","3500","https://supertiendascomunal.com/5457-large_default/leche-descremada-alpina-11-lt.jpg",""
"6","Leche Alpina Entera  ","12","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","16200","https://metrocolombiafood.vteximg.com.br/arquivos/ids/266047-750-750/7702001041411.jpg?v=637230837843670000",""
"7","Leche Alpina Deslactosada  ","5","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","17700","https://exitocol.vtexassets.com/arquivos/ids/1782790/Leche-Deslactosada-Sixpack-En-Bolsa-X-11-Litros-Cu-576258_a.png?v=637236951475730000",""
"8","Leche Alpina Semi-Descremada ","6","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","21000","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496788-750-750/7702001050208.jpg?v=637230819678000000",""
"9","Leche Alpina Deslactosada-Descremada ","7","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","21000","https://mercaldas.vteximg.com.br/arquivos/ids/183332-1300-1300/LECHE-ALPINA-6UN-1100-DESLACDESCREM-BS.jpg?v=636996793400800000",""
"10","Leche Alpina Descremada ","8","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","21000","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496787-750-750/7702001050352.jpg?v=637230819672530000",""
"11","Leche Colanta Entera","9","Bolsa x 1.100 ml","Lacteo/Huevos y refrigerados","Leches ","3000","https://metrocolombiafood.vteximg.com.br/arquivos/ids/161293-1000-1000/7702129003650-2.jpg?v=636670254575170000",""
"12","Leche Colanta Deslactosada","11","Bolsa x 1.100 ml","Lacteo/Huevos y refrigerados","Leches ","3100","https://exitocol.vtexassets.com/arquivos/ids/1976110/Leche-Semidescremada-Deslactosada-Maxilitro-X-11-Litros-64883_a.jpg?v=637259106213630000",""
"13","Leche Colanta Entera","12","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","17800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/160647-750-750/7702129003612-20-281-29.jpg?v=636106927140030000",""
"14","Leche Colanta Deslactosada","5","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","18800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/160643-750-750/7702129006194-20-281-29.jpg?v=636106927124170000",""
"15","Leche Alqueria Entera","6","Bolsa x 1.100 ml","Lacteo/Huevos y refrigerados","Leches ","3100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3295320-1000-1000/7702177001783-1.jpg?v=636646652313570000",""
"16","Leche Alqueria Deslactosada","7","Bolsa x 1.100 ml","Lacteo/Huevos y refrigerados","Leches ","3400","https://www.mercapava.com.co/wp-content/uploads/importedmedia/blogmedia-144841-600x600.jpg",""
"17","Leche Alqueria Descremada Deslactosada","8","Bolsa x 1.100 ml","Lacteo/Huevos y refrigerados","Leches ","3400","https://cdn1.totalcode.net/la14/product-zoom/es/leche-descremada-deslactosada-alqueria-x1100ml-1.jpg",""
"18","Leche Alqueria Entera","9","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","18500","https://metrocolombiafood.vteximg.com.br/arquivos/ids/161294-750-750/7702177001790-1.jpg?v=636670254577130000",""
"19","Leche Alqueria Deslactosada","11","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","19900","https://metrocolombiafood.vteximg.com.br/arquivos/ids/161287-1000-1000/7702177008560-1.jpg?v=636670254568800000",""
"20","Leche Alqueria Descremada Deslactosada","12","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","20800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3475883-750-750/7702177017982.jpg?v=637145275690670000",""
"21","Leche Alqueria Descremada","5","Paca x 6 und","Lacteo/Huevos y refrigerados","Leche","18500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3475890-1000-1000/7702177003527.jpg?v=637145275725370000",""
"22","Leche Algarra Entera","6","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","15500","https://www.merkadomi.com/wp-content/uploads/2020/08/gloria-algarra-6-1100ml-2.jpg",""
"23","Leche Algarra Deslactosada","7","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","16500","https://www.merkadomi.com/wp-content/uploads/2020/08/algarra-6-unidades.jpg",""
"24","Leche Alpin Chocolate ","8","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","8900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496702-750-750/7702001116560.jpg?v=637230819345200000",""
"25","Leche Alpin Fresa","9","Paca x 6 und","Lacteo/Huevos y refrigerados","Leches ","8900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496701-750-750/7702001116577.jpg?v=637230819344900000",""
"26","Leche Alpin Chocolate ","11","Bolsa x 800 ml","Lacteo/Huevos y refrigerados","Leches ","5300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3537658-750-750/7702001155354.jpg?v=637344951889170000",""
"27","Bebida Jappi Almendra Natural ","12","Caja x 900 ml","Lacteo/Huevos y refrigerados","Leches ","9300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498959-750-750/7702141003997.jpg?v=637237121063000000",""
"28","Bebida Jappi Almendra Vainilla ","5","Caja x 900 ml","Lacteo/Huevos y refrigerados","Leches ","9300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498962-1000-1000/7702141004000.jpg?v=637237121067530000",""
"29","Bebida Jappi Coco Natural ","6","Caja x 900 ml","Lacteo/Huevos y refrigerados","Leches ","9300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498963-750-750/7702141007544.jpg?v=637237121069570000",""
"30","Leche Proleche Entera","7","Bolsa x 380 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","8400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/188121-1000-1000/7702130612414_1.jpg?v=636144836385570000",""
"31","Leche Proleche Entera","8","Bolsa x 900 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","20300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/188120-1000-1000/7702130612551_1.jpg?v=636144836384770000",""
"32","Leche Proleche Deslactosada","9","Bolsa x 380 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","9300","https://cdn.derematazo.com/wp-content/uploads/2019/08/Leche-En-Polvo-Bolsa-x-380-g-Deslactosada-Proleche-19297.jpg",""
"33","Leche Proleche Descremada","11","Bolsa x 380 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","9400","https://mercaldas.vteximg.com.br/arquivos/ids/156214-1300-1300/20997.jpg?v=636885399265330000",""
"34","Leche Colanta Entera","12","Bolsa x 400 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","8100","https://metrocolombiafood.vteximg.com.br/arquivos/ids/159647-1000-1000/7702129005159-1.jpg?v=636670251089370000",""
"35","Leche Colanta Entera","12","Bolsa x 1000 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","18400","https://colanta.com/sabe-mas/wp-content/uploads/2018/11/leche-polvo-entera-1kg.png",""
"36","Leche Colanta Descremada","5","Bolsa x 400 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","8400","https://admin.megatiendas.co/backend/admin/backend/web/archivosDelCliente/items/images/Lacteos-y-refrigerados-Leche-en-polvo-Leche-en-Polvo-Colanta-Slight-x-400-g-950220200629125804.jpg",""
"37","Leche Colanta Deslactosada","6","Bolsa x 400 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","0","https://www.amercarya.com/wp-content/uploads/2020/08/Leche-COLANTA-en-polvo-deslactosada-400gr_ad7fd015-a6e7-4121-a3d6-504220f3587d.jpg",""
"38","Leche El Rodeo","7","Bolsa x 900 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","20500","https://metrocolombiafood.vteximg.com.br/arquivos/ids/251449-1000-1000/7702024025030-1.jpg?v=637112437052300000",""
"39","Leche El Rodeo Nutri Rinde ","8","Bolsa x 364 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","8800","https://admin.megatiendas.co/backend/admin/backend/web/archivosDelCliente/items/images/20200713105823-Lacteos-y-refrigerados-Leche-en-polvo-Alimento-Lacteo-El-Rodeo-Nutri-Rinde-x-364-g-11989202007131058239176.png",""
"40","Leche El Rodeo Nutri Rinde ","9","Bolsa x 900 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","19400","https://images.rappi.com/products/2091668946-1585716371833.png?e=webp",""
"41","Leche Klim 1+ ","11","Bolsa x 500 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","16800","https://metrocolombiafood.vteximg.com.br/arquivos/ids/249049-1000-1000/7702024025733-1.jpg?v=637079568134900000",""
"42","Leche Klim  1+","12","Bolsa x 1000 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","28900","https://locatelcolombia.vteximg.com.br/arquivos/ids/205820-1000-1000/7702024047612_FORMULA-INFANTIL-KLIM-ET.1-PREBIO-X-1000GR.png?v=636685536216030000",""
"43","Leche Klim Fortificada","5","Bolsa x 360 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","11100","https://i2.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2018/10/leche_klim_fortificada_360gr.jpg?fit=1000%2C1000&ssl=1",""
"44","Leche Klim Fortificada","6","Bolsa x 840 gr","Lacteo/Huevos y refrigerados","Leches en Polvo","24800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3487810-750-750/7702024185635.jpg?v=637190359206470000",""
"45","Yogurt Alpina Fresa","7","Vaso x 150 ml","Lacteo/Huevos y refrigerados","Yogurt","1600","https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/04/yogourt_alpina_fresa.jpg?fit=700%2C700&ssl=1",""
"46","Yogurt Alpina Melocoton","8","Vaso x 150 ml","Lacteo/Huevos y refrigerados","Yogurt","1600","https://cdn.shopify.com/s/files/1/0358/7787/9941/products/2006517_420x.jpg?v=1586655734",""
"47","Yogurt Alpina Guanabana","9","Vaso x 150 ml","Lacteo/Huevos y refrigerados","Yogurt","1600","https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/05/alpina_yogurt_guanabana_200gr.jpg?fit=750%2C750&ssl=1",""
"48","Yogurt Alpina Fresa","11","Vaso x 150 ml","Lacteo/Huevos y refrigerados","Yogurt","1600","https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images2000557.jpg",""
"49","Yogurt Alpina Fresa Deslactosado","12","Vaso x 150 ml","Lacteo/Huevos y refrigerados","Yogurt","1600","https://www.amercarya.com/wp-content/uploads/2020/08/Yogurt-ALPINA-deslactosado-fresa-150gr_9e3cde8e-60ed-4e9b-9159-6f095fd2ad22.jpg",""
"50","Yogurt Alpina Melocoton Deslactosado","5","Vaso x 150 ml","Lacteo/Huevos y refrigerados","Yogurt","1600","https://www.amercarya.com/wp-content/uploads/2020/08/Yogurt-ALPINA-deslactosado-melocoton-150gr_b7f6114d-59c2-41a6-9afe-f4f3e796a8a6.jpg",""
"51","Yogurt Alpina Fresa","6","Vaso x 200 ml","Lacteo/Huevos y refrigerados","Yogurt","2300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496832-750-750/7702001044115.jpg?v=637230819842930000",""
"52","Yogurt Alpina Melocoton","7","Vaso x 200 ml","Lacteo/Huevos y refrigerados","Yogurt","2300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496833-1000-1000/7702001044122.jpg?v=637230819843570000",""
"53","Yogurt Alpina Guanabana","8","Vaso x 200 ml","Lacteo/Huevos y refrigerados","Yogurt","2300","https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/05/alpina_yogurt_guanabana_200gr.jpg?fit=750%2C750&ssl=1",""
"54","Yogurt Alpina Mora","9","Vaso x 200 ml","Lacteo/Huevos y refrigerados","Yogurt","2300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496831-750-750/7702001044160.jpg?v=637230819842770000",""
"55","Yogo Yogo Litro Mora","11","Bolsa x 1000 ml","Lacteo/Huevos y refrigerados","Yogurt","4300","https://mercadoacasa.co/wp-content/uploads/2020/05/yogo-yogo-mora-1000.jpg",""
"56","Yogo Yogo Litro Melocoton","12","Bolsa x 1000 ml","Lacteo/Huevos y refrigerados","Yogurt","4300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496813-1000-1000/7702001046423.jpg?v=637230819766870000",""
"57","Yogo Yogo Litro Fresa","5","Bolsa x 1000 ml","Lacteo/Huevos y refrigerados","Yogurt","4300","https://metrocolombiafood.vteximg.com.br/arquivos/ids/265997-1000-1000/7702001046409.jpg?v=637230837651670000",""
"58","Yogo Yogo Mora","6","Vaso x 150 ml","Lacteo/Huevos y refrigerados","Yogurt","1000","https://www.dumbomania.com/wp-content/uploads/2019/04/yogo-yogo-alpina-mora-vaso-.jpg",""
"59","Yogo Yogo Melocoton","7","Vaso x 150 ml","Lacteo/Huevos y refrigerados","Yogurt","1000","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496813-1000-1000/7702001046423.jpg?v=637230819766870000",""
"60","Yogo Yogo Fresa","8","Vaso x 150 ml","Lacteo/Huevos y refrigerados","Yogurt","1000","https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images2000602.jpg",""
"61","Yogurt Alpina Melocoton ","9","Botella x 1000 ml","Lacteo/Huevos y refrigerados","Yogurt","9500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496834-750-750/7702001043941.jpg?v=637230819844670000",""
"62","Yogurt Alpina Fresa","11","Botella x 1000 ml","Lacteo/Huevos y refrigerados","Yogurt","9500","https://images.rappi.com/products/357793-1583765947543.jpg?d=500x500",""
"63","Yogurt Alpina Melocoton","12","Botella x 1750 ml","Lacteo/Huevos y refrigerados","Yogurt","14700","https://merkandoya.com/imgproductos/41a931d0-8518-11ea-bbc2-e1ddb3edd09320200422230941.jpg",""
"64","Yogurt Alpina Fresa","5","Botella x 1750 ml","Lacteo/Huevos y refrigerados","Yogurt","14700","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702001046508.jpg",""
"65","Yogurt Alpina Melocoton","6","Bolsa x 900 ml","Lacteo/Huevos y refrigerados","Yogurt","6100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496808-750-750/7702001047406.jpg?v=637230819753400000",""
"66","Yogurt Alpina Fresa","7","Bolsa x 900 ml","Lacteo/Huevos y refrigerados","Yogurt","6100","https://metrocolombiafood.vteximg.com.br/arquivos/ids/265989-1000-1000/7702001047390.jpg?v=637230837619100000",""
"67","Yogo Yogo Cereal Fresa","8","Vaso x 130 gr","Lacteo/Huevos y refrigerados","Yogurt","1500","https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images2006084.jpg",""
"68","Yogo Yogo Cereal Natural","9","Vaso x 130 gr","Lacteo/Huevos y refrigerados","Yogurt","1500","https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images2006084.jpg",""
"69","Yogo Yogo Cereal Chocolate","11","Vaso x 130 gr","Lacteo/Huevos y refrigerados","Yogurt","1500","https://triunfoq.com/wp-content/uploads/2019/05/7702001106714-600x600.jpg",""
"70","Yogo Yogo ","12","x 8 und","Lacteo/Huevos y refrigerados","Yogurt","6800","https://admin.megatiendas.co/backend/admin/backend/web/archivosDelCliente/items/images/Lacteos-y-refrigerados-Yogurt-y-bebidas-lacteas-Yogo-Yogo-Surtido-8-unds-x-150-g-cu-1038620200629125802.jpg",""
"71","Yogurt Alpina Yox Vainilla","5","Botella x 100 gr ","Lacteo/Huevos y refrigerados","Yogurt","1800","https://mercaldas.vteximg.com.br/arquivos/ids/183201-1300-1300/YOGURT-ALPINA-YOX-100-VAINILLA-FR.jpg?v=636996792879230000",""
"72","Yogurt Alpina Yox Melocoton","5","Botella x 100 gr ","Lacteo/Huevos y refrigerados","Yogurt","1800","https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/02/yox_melocoton_100gr.jpg?fit=1000%2C1000&ssl=1",""
"73","Yogurt Alpina Yox Mora","5","Botella x 100 gr ","Lacteo/Huevos y refrigerados","Yogurt","1800","https://www.dumbomania.com/wp-content/uploads/2019/04/WhatsApp-Image-2019-04-10-at-11.32.38-AM-1.jpeg",""
"74","Yogurt Alpina Yox Fresa","5","Botella x 100 gr ","Lacteo/Huevos y refrigerados","Yogurt","1800","https://mercaldas.vteximg.com.br/arquivos/ids/183199-1300-1300/YOGURT-ALPINA-YOX-100-FRESA-FR.jpg?v=636996792873770000",""
"75","Yogurt Alpina Griego 0% Fresa","5","Vaso 150 gr","Lacteo/Huevos y refrigerados","Yogurt","3200","https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/05/alpina_yogurt_griego_fresa.jpg?fit=750%2C750&ssl=1",""
"76","Yogurt Alpina Griego 0% Mandarina","5","Vaso 150 gr","Lacteo/Huevos y refrigerados","Yogurt","3200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496965-750-750/7702001148912.jpg?v=637230833618600000",""
"77","Yogurt Alpina Griego 0% Coco","5","Vaso 150 gr","Lacteo/Huevos y refrigerados","Yogurt","3200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496963-750-750/7702001148936.jpg?v=637230833614700000",""
"78","Yogurt Alpina Griego 0% Limon","5","Vaso 150 gr","Lacteo/Huevos y refrigerados","Yogurt","3200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496964-1000-1000/7702001148929.jpg?v=637230833617030000",""
"79","Yogurt Alpina Griego 0% Mora","5","Vaso 150 gr","Lacteo/Huevos y refrigerados","Yogurt","3200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496778-750-750/7702001055067.jpg?v=637230819637330000",""
"80","Yogurt Alpina Finesse Mora","5","Botella x 1000 ml","Lacteo/Huevos y refrigerados","Yogurt","10700","https://metrocolombiafood.vteximg.com.br/arquivos/ids/266020-750-750/7702001042753.jpg?v=637230837730670000",""
"81","Yogurt Alpina Finesse Melocoton","5","Botella x 1000 ml","Lacteo/Huevos y refrigerados","Yogurt","10700","https://colsubsidiogrocery.vtexassets.com/arquivos/ids/158597-800-450?width=800&height=450&aspect=true",""
"82","Yogurt Alpina Finesse Mora","5","Vaso x 180 ml","Lacteo/Huevos y refrigerados","Yogurt","2500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496859-750-750/7702001041725.jpg?v=637230819953200000",""
"83","Yogurt Alpina Finesse Fresa","5","Vaso x 180 ml","Lacteo/Huevos y refrigerados","Yogurt","2500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496858-1000-1000/7702001041749.jpg?v=637230819950570000",""
"84","Yogurt Alpina Finess Melocoton","5","Vaso x 180 ml ","Lacteo/Huevos y refrigerados","Yogurt","2500","https://metrocolombiafood.vteximg.com.br/arquivos/ids/266039-1000-1000/7702001041756.jpg?v=637230837814530000",""
"85","Yogurt Alpina Finesse Musli","5","Vaso x 170 ml","Lacteo/Huevos y refrigerados","Yogurt","2900","https://supermercadocomunal.com/verbenal/3776-large_default/alpina-yogurt-finess170gr.jpg",""
"86","Yogurt Alpina Baby ","5","Vaso x 113","Lacteo/Huevos y refrigerados","Yogurt","2300","https://my7.digitalexperience.ibm.com/1285e1d2-5151-4eab-9da2-775291879cb9/dxresources/e57a/e57a8d60-5830-4959-aba2-2497491b7066.png?resize=600px%3A600px&crop=600%3A600%3B0%2C0",""
"87","Yogurt Alpina Baby Cereal","5","Vaso x 105","Lacteo/Huevos y refrigerados","Yogurt","2500","https://my7.digitalexperience.ibm.com/1285e1d2-5151-4eab-9da2-775291879cb9/dxresources/264c/264cb039-1002-4fab-a859-a54c3bbae9e4.png?resize=600px%3A600px&crop=600%3A600%3B0%2C0",""
"88","BonYour Alpina Piazza","5","Vaso x 105","Lacteo/Huevos y refrigerados","Yogurt","2500","https://metrocolombiafood.vteximg.com.br/arquivos/ids/265861-1000-1000/7702001124763.jpg?v=637230837047170000",""
"89","BonYour Alpina Black","5","Vaso x 169 gr","Lacteo/Huevos y refrigerados","Yogurt","2700","https://metrocolombiafood.vteximg.com.br/arquivos/ids/265941-400-400/7702001086498.jpg?v=637230837344070000",""
"90","BonYour Alpina Zucaritas","5","Vaso x 169 gr","Lacteo/Huevos y refrigerados","Yogurt","2700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496760-750-750/7702001086023.jpg?v=637230819561930000",""
"91","BonYour Alpina Chocokrispies","5","Vaso x 169 gr","Lacteo/Huevos y refrigerados","Yogurt","2700","https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/03/bonyur_chocokrispis_169gr.jpg?fit=1000%2C1000&ssl=1",""
"92","BonYour Alpina Chocozo","5","Vaso x 169 gr","Lacteo/Huevos y refrigerados","Yogurt","2700","https://cdn.derematazo.com/wp-content/uploads/2019/08/Bonyurt-Alpina-Cereal-RecubChocolate-x-172g-22508.jpg",""
"93","Mini BonYour Alpina Candy","5","Vaso x 100 gr ","Lacteo/Huevos y refrigerados","Yogurt","2200","https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/02/alpina_mini_bon_yourt_chococandy_100gr.jpg?fit=800%2C800&ssl=1",""
"94","Papas Super Ricas Todo Rico BBQ","5","Bolsa x 250 gr","Pasabocas","Papas Fritas y Paquetes","5900","https://www.larebajavirtual.com/images/productos/sii/F/300x300/todo_rico_bbq_familiar_super_ricas-99391-1594703696.png",""
"95","Papas Super Ricas Todo Rico Natural","5","Bolsa x 250 gr ","Pasabocas","Papas Fritas y Paquetes","5900","https://metrocolombiafood.vteximg.com.br/arquivos/ids/165942-1000-1000/7702152009193-1.jpg?v=636670854237570000",""
"96","Papas Super Ricas Todo Rico BBQ","5","Bolsa x 180 gr","Pasabocas","Papas Fritas y Paquetes","4800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/158088-1000-1000/7702152003504.jpg?v=636081687985800000",""
"97","Papas Super Ricas Todo Rico Natural","5","Bolsa x 180 gr","Pasabocas","Papas Fritas y Paquetes","4800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/158088-750-750/7702152003504.jpg?v=636081687985800000",""
"98","Papas Super Ricas Todo Rico BBQ","5","Bolsa x  150 gr","Pasabocas","Papas Fritas y Paquetes","4100","https://cdn.shopify.com/s/files/1/0270/7059/5139/products/TODO_RICO_BBQ_150_g_9d285705-9fae-41ad-8ddb-d542fb795023.png?v=1599162166",""
"99","Papas Super Ricas Todo Rico Original","5","Bolsa x 150 gr","Pasabocas","Papas Fritas y Paquetes","4100","https://d50xhnwqnrbqk.cloudfront.net/images/products/large/superr.jpg",""
"100","Papas Super Ricas Fritas Pollo ","5","Bolsa x 320 gr","Pasabocas","Papas Fritas y Paquetes","6700","https://exitocol.vtexassets.com/arquivos/ids/1765513-800-auto?width=800&height=auto&aspect=true",""
"101","Papas Super Ricas Fritas Natural","5","Bolsa x 215 gr","Pasabocas","Papas Fritas y Paquetes","4800","https://metrocolombiafood.vteximg.com.br/arquivos/ids/267938-1000-1000/7702152002255.jpg?v=637242039369600000",""
"102","Papas Super Ricas Fritas Pollo ","5","Bolsa x 205 gr ","Pasabocas","Papas Fritas y Paquetes","4800","https://images.rappi.com/products/620765-1559235068.png?d=500x500&e=webp",""
"103","Papas Super Ricas Fritas Pollo ","5","Bolsa x 105 gr","Pasabocas","Papas Fritas y Paquetes","3200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3539109-1000-1000/7702152109831.jpg?v=637352028532230000",""
"104","Papas Super Ricas Fritas Picante","5","Bolsa x 115 gr","Pasabocas","Papas Fritas y Paquetes","3200","https://images.rappi.com/products/494072-1559235067.png?d=500x500&e=webp",""
"105","Papas Super Ricas Fritas Natural","5","Bolsa x 105 gr","Pasabocas","Papas Fritas y Paquetes","3200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3539108-1000-1000/7702152109824.jpg?v=637352028529600000",""
"106","Papas Super Ricas Fritas Crocantes ","5","Bolsa x 115 gr","Pasabocas","Papas Fritas y Paquetes","3500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3458994-750-750/7702152101231---PAPA-CROKANTE-COSTILLA-DE-CERDO-X-115GR.jpg?v=637039162324770000",""
"107","Papas Super Ricas Fritas Crocantes ","5","Bolsa x 115 gr","Pasabocas","Papas Fritas y Paquetes","3500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3458991-1000-1000/7702152006406---PAPA---SUPER-RICAS-CROKANTE--NATURAL-115GR.jpg?v=637039162313700000",""
"108","Papas Super Ricas Fritas Fosforitos ","5","Bolsa x 200 gr","Pasabocas","Papas Fritas y Paquetes","3600","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3494190-1000-1000/7702152001036.jpg?v=637223807688830000",""
"109","Tajamiel Super Ricas Platano Maduro","5","Bolsa x 135 gr","Pasabocas","Papas Fritas y Paquetes","3600","https://exitocol.vtexassets.com/arquivos/ids/2081675-800-auto?width=800&height=auto&aspect=true",""
"110","Tajaditas Super Ricas Platano Verde","5","Bolsa x 135 gr","Pasabocas","Papas Fritas y Paquetes","3600","https://metrocolombiafood.vteximg.com.br/arquivos/ids/267944-1000-1000/7702152107967.jpg?v=637242039399900000",""
"111","Papas Margarita De Todito Natural","5","Bolsa x 400 gr","Pasabocas","Papas Fritas y Paquetes","7700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3484364-1000-1000/7702189030443.jpg?v=637175561746170000",""
"112","Papas Margarita De Todito Natural","5","Bolsa x 150 gr","Pasabocas","Papas Fritas y Paquetes","4200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3484423-1000-1000/7702189054036.jpg?v=637175561956630000",""
"113","Papas Margarita De Todito Mix","5","Bolsa x 150 gr","Pasabocas","Papas Fritas y Paquetes","4200","https://metrocolombiafood.vteximg.com.br/arquivos/ids/259441-1000-1000/7702189054050.jpg?v=637175640813230000",""
"114","Papas Margarita De Todito BBQ","5","Bolsa x 150 gr","Pasabocas","Papas Fritas y Paquetes","4200","https://exitocol.vtexassets.com/arquivos/ids/1978516-800-auto?width=800&height=auto&aspect=true",""
"115","Papas Margarita  Fritas Natural","5","Bolsa x 105 gr","Pasabocas","Papas Fritas y Paquetes","3400","https://metrocolombiafood.vteximg.com.br/arquivos/ids/259434-750-750/7702189053787.jpg?v=637175640789670000",""
