"Codigo","Nombre","cantidad","Descripcion","Categoria","Etiquetas","Precio","URL FOTO",""
"1341","Cereal Zooreals Chocomonkey","5","Bolsa x 1000 gr","Despensa","Cereales","10300","https://supermercadosprogresar.vive.expert/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNEM4SWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6fe1f29381df26037e22ea4fe7ccc3a042b46c92/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9UY21WemFYcGxYMkZ1WkY5d1lXUmJDR2tDUUFGcEFrQUJld1k2QzJWNGRHVnVaRG9LZDJocGRHVTZER052Ym5abGNuUkpJZ2hxY0djR09nWkZWRG9LYzJGMlpYSjdDRG9NY1hWaGJHbDBlV2xmT2dwemRISnBjRlE2RDJKaFkydG5jbTkxYm1SYkNHa0IvMmtCLzJrQi93PT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--cce1b70dad3a0785ed15866f1aadf16af1f8013b/7707291170285.jpg?locale=es",""
"1342","Cereal Zooreals Azucarafas","5","Bolsa x 1000 gr","Despensa","Cereales","10900","https://elprogresar.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNHU4SWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bbe7e7f8ae8d67d980e611f7c15733aac00c2e95/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9UY21WemFYcGxYMkZ1WkY5d1lXUmJDR2tDUUFGcEFrQUJld1k2QzJWNGRHVnVaRG9LZDJocGRHVTZER052Ym5abGNuUkpJZ2hxY0djR09nWkZWRG9LYzJGMlpYSjdDRG9NY1hWaGJHbDBlV2xmT2dwemRISnBjRlE2RDJKaFkydG5jbTkxYm1SYkNHa0IvMmtCLzJrQi93PT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--cce1b70dad3a0785ed15866f1aadf16af1f8013b/7707291170278.jpg?locale=es",""
"1343","Cereal Kellogs Zucaritas ","5","Caja x 730 gr ","Despensa","Cereales","18800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3398945-1000-1000/7702103015075.jpg?v=636887935462900000",""
"1344","Cereal Kellogs Zucaritas ","5","Caja x 480 gr","Despensa","Cereales","14900","https://static.frecuento.com//medias/40383446-01-BASEIMAGE-Midres?context=bWFzdGVyfGZyZWN1ZW50b3w4NzgyMTN8aW1hZ2UvanBlZ3xmcmVjdWVudG8vaGYyL2hjMC85MDk3MjIxNTcwNTkwLmpwZ3wzNmFiZWRhYWZhOWI4MzgzNWFjZTdjOTJiNWZkOGM4NTA4YWUxZTljOTAyZWM5NTU4ZjZhNWJkODM0YWVjOWVk",""
"1345","Cereal Kellogs ChocoKrispis","5","Caja x 700 gr ","Despensa","Cereales","19100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3398942-1000-1000/7702103038074.jpg?v=636887935459000000",""
"1346","Cereal Kellogs ChocoKrispis","5","Caja x 550 gr ","Despensa","Cereales","17100","https://metrocolombiafood.vteximg.com.br/arquivos/ids/229387-1000-1000/7702103038050.jpg?v=636887936197130000",""
"1347","Cereal Kellogs CornFlakes","5","Caja x 200 gr ","Despensa","Cereales","11900","https://metrocolombiafood.vteximg.com.br/arquivos/ids/159592-1000-1000/7591057001025-1.jpg?v=636670251019630000",""
"1348","Cereal Kellogs All-Bran","5","Caja x 400 gr ","Despensa","Cereales","11900","https://metrocolombiafood.vteximg.com.br/arquivos/ids/229125-750-750/7702103019165.jpg?v=636881991610130000",""
"1349","Cereal Kellogs Zucaritas ","5","Bolsa x 300 gr ","Despensa","Cereales","8100","https://exitocol.vtexassets.com/arquivos/ids/1099596/Cereal-1057836_a.jpg?v=637148807093930000",""
"1350","Cereal Kellogs ChocoKrispis","5","Bolsa x 295 gr","Despensa","Cereales","9400","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702103002396.jpg",""
"1351","Cereal Flips Dulce de Leche","5","Bolsa x 120 gr ","Despensa","Cereales","3200","https://d50xhnwqnrbqk.cloudfront.net/images/products/large/Flips-DulceDeLeche-120g-800x800.jpg",""
"1352","Cereal Flips Cookies & Cream","5","Bolsa x 120 gr ","Despensa","Cereales","3200","https://http2.mlstatic.com/D_Q_NP_607473-MCO29760683992_032019-O.webp",""
"1353","Cereal Flips Chocolate","5","Bolsa x 120 gr ","Despensa","Cereales","3200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/206368-1000-1000/7707200710342-20-1.jpg?v=636287518639930000",""
"1354","Cereal Quaker Aritos Chocolate","5","Bolsa x 100 gr ","Despensa","Cereales","2400","https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/05/quaker_aritos_chocolate_100gr.jpg?fit=750%2C750&ssl=1",""
"1355","Cereal Quaker Aritos ","5","Bolsa x 100 gr ","Despensa","Cereales","2400","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702193850013.jpg",""
"1356","Cereal Tosh Manzana","5","Caja x 300 gr ","Despensa","Cereales","9600","https://locatelcolombia.vteximg.com.br/arquivos/ids/226526-1000-1000/7702007036572_1_CEREAL-MANZANA-CAJA-TOSH-X-300G.jpg?v=637268791959130000",""
"1357","Cereal Tosh Pasas","5","Caja x 300 gr ","Despensa","Cereales","9600","https://www.toccmarket.com/image/cache/catalog/SNACKS/Cereal%20Tosh%20Pasas%20x%20300g-1000x798.jpg",""
"1358","Cereal Tosh Almendras ","5","Caja x 300 gr ","Despensa","Cereales","9600","https://tosh.com.co/wp-content/uploads/2017/03/Almendras-Granolas-Tosh-new.png",""
"1359","Cereal Tosh Chocolate","5","Caja x 300 gr ","Despensa","Cereales","9600","foto",""
"1360","Cereal Tosh Fresa","5","Caja x 300 gr ","Despensa","Cereales","9600","https://locatelcolombia.vteximg.com.br/arquivos/ids/194969-1000-1000/7702007036596.png?v=636178367161970000",""
"1361","Multicereal Infantil Maizena Miel ","5","Caja x 200 gr ","Cuidado del Bebe","Alimentacion","5600","https://d50xhnwqnrbqk.cloudfront.net/images/products/medium/0007702047039991_A1R1_es_s02a.jpg",""
"1362","Cereal Infantil Nestum Cerelac","5","Caja x 360 gr","Cuidado del Bebe","Alimentacion","11800","https://pepeganga.vteximg.com.br/arquivos/ids/418065-1045-1100/000290-1.jpg?v=637070321488000000",""
"1363","Cereal infantil Nestum Arroz ","5","Caja x 350 gr","Cuidado del Bebe","Alimentacion","12100","https://http2.mlstatic.com/cereal-infantil-nestle-nestum-kg-a-40-D_NQ_NP_845484-MCO40834068614_022020-F.jpg",""
"1364","Cereal infantil Nestum 5 cereales","5","Caja x 350 gr","Cuidado del Bebe","Alimentacion","12100","https://farmaciauniversal.com/assets/sources/Nestum%205%20Cereales%20350%20gr.jpg",""
"1365","Cereal infantil Nestum Trigo y Miel","5","Caja x 350 gr","Cuidado del Bebe","Alimentacion","12500","https://exitocol.vtexassets.com/arquivos/ids/988846-800-auto?width=800&height=auto&aspect=true",""
"1366","Cereal Infantil Nestum Trigo y Frutas","5","Caja x 200 gr ","Cuidado del Bebe","Alimentacion","7950","https://www.superseis.com.py/images/thumbs/0226725.jpeg",""
"1367","Cereal infantil Nestum 5 cereles","5","Caja x 200 gr ","Cuidado del Bebe","Alimentacion","7700","https://www.cruzverde.com.co/dw/image/v2/BDPM_PRD/on/demandware.static/-/Sites-masterCatalog_Colombia/default/dw95280179/images/large/86788-1-CEREAL-INFANTIL-5CEREAL+PROBIO-NESTUM-CAJ-X-200GR-ETAPA-2.jpg?sw=1000&sh=1000",""
"1368","Cereal Infantil Nestum Trigo y Miel","5","Caja x 200 gr ","Cuidado del Bebe","Alimentacion","7700","https://juntozstgsrvproduction.blob.core.windows.net/default-blob-images/orig_7613033986628_940798.jpg",""
"1369","Cereal Infantil Nestum Vainilla ","5","Caja x 200 gr ","Cuidado del Bebe","Alimentacion","7700","https://supermercadocomunal.com/3494-large_default/cereal-infantil-nestle-nestum-vainilla-.jpg",""
"1370","Cereal Tradicional Maizena ","5","Caja x 300 gr ","Cuidado del Bebe","Alimentacion","6500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/155655-1000-1000/7702047069004.jpg?v=636066425885030000",""
"1371","Compota San Jorge Manzana ","5","Frasco x 160 gr","Cuidado del Bebe","Alimentacion","2300","https://www.levapan.com/wp-content/uploads/2015/11/compotas-ma-san-jorge-manzana-160g.jpg",""
"1372","Compota San Jorge Trocitos de Manzana","5","Frasco x 145 gr","Cuidado del Bebe","Alimentacion","2300","https://m.lopido.com/images/productos/sii/P/300x300/trocitos_manzana_san_jorge_ma-119318-1545151073.png",""
"1373","Compota San Jorge Melocotón","5","Frasco x 160 gr","Cuidado del Bebe","Alimentacion","2300","https://cdn1.totalcode.net/la14/product-thumb/es/compota-melocoton-san-jorge-x-160-g-1.jpg",""
"1374","Compota San Jorge Pera ","5","Frasco x 160 gr","Cuidado del Bebe","Alimentacion","2300","https://www.levapan.com/wp-content/uploads/2015/11/compota-ma-san-jorge-pera_160g.jpg",""
"1375","Compota San Jorge Frutas Mixtas ","5","Frasco x 160 gr","Cuidado del Bebe","Alimentacion","2300","https://www.ssuppler.com/wp-content/uploads/COMPOTA-FRUTAS-MIXTAS-SAN-JORGE-.jpg",""
"1376","Compota San Jorge Trocitos de Mango","5","Frasco x 145 gr","Cuidado del Bebe","Alimentacion","2300","https://mercaldas.vteximg.com.br/arquivos/ids/156597-400-400/56432.jpg?v=636885403780370000",""
"1377","Compota San Jorge Manzana ","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","1800","https://www.eurosupermercados.com/eurosupermercado2020/contenidos/images/ecommerce_productos/7702014566000.jpg",""
"1378","Compota San Jorge Melocotón","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","1800","https://www.levapan.com/wp-content/uploads/2015/11/compota-ma-san-jorge-melocoton_113g.jpg",""
"1379","Compota San Jorge Pera ","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","1800","https://www.levapan.com/wp-content/uploads/2015/11/compota-ma-san-jorge-pera_113g.jpg",""
"1380","Compota San Jorge Frutas Mixtas ","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","1800","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702014566031.jpg",""
"1381","Compota San Jorge Mango","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","1800","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702014566079.jpg",""
"1382","Compota San Jorge Guayaba","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","1800","https://www.levapan.com/wp-content/uploads/2015/11/compota-ma-san-jorge-guayaba_113g.jpg",""
"1383","Compota San Jorge Ciruelas Pasas","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","1800","https://http2.mlstatic.com/compotas-san-jorge-de-113gr-D_NQ_NP_703698-MCO43136540118_082020-F.jpg",""
"1384","Compota Alpina Manzana","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","2500","https://cdn.shopify.com/s/files/1/1084/0590/products/CompotaManzanaX113GrAlpina_1024x.jpg?v=1592535998",""
"1385","Compota Alpina Manzana y Mango","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","2500","https://pasteur.vteximg.com.br/arquivos/ids/185551-1000-1000/Bebes-Alimentacion-Bebe_Baby-Gu_Pasteur_915004_frasco_1.jpg?v=637242755527400000",""
"1386","Compota Alpina Pera","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","2500","https://secureservercdn.net/50.62.88.95/vx2.bc3.myftpupload.com/wp-content/uploads/2019/07/7702001017119-600x450.jpg",""
"1387","Papilla Alpina Banano y Leche","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","3000","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3526429-750-750/7702001148547.jpg?v=637294103594300000",""
"1388","Papilla Alpina Manzana y Leche","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","3000","https://larecetta.com/pub/media/catalog/product/cache/0f831c1845fc143d00d6d1ebc49f446a/h/t/httpsstorage.googleapis.comlarecetta-ibis-images2002419.jpg",""
"1389","Compota Heinz Guayaba ","5","Frasco x 113 gr","Cuidado del Bebe","Alimentacion","1900","https://metrocolombiafood.vteximg.com.br/arquivos/ids/238587-750-750/608875003586-1.jpg?v=636981914092270000",""
"1390","Linaza Molida Aburra","5","Bolsa x 250gr ","Despensa","Arroz y Granos","3800","https://s.cornershopapp.com/product-images/1061196.jpg?versionId=l4yQ4F_qIMQJig8KyQ3mI72vkVifgJvk",""
"1391","Linaza Entera Aburra","5","Bolsa x 250 gr ","Despensa","Arroz y Granos","3600","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7706667038075.jpg",""
"1392","Semillas de Chia De La Abuela","5","Bolsa x 250 gr ","Despensa","Arroz y Granos","0","https://cdnx.jumpseller.com/cigarrerialarosa/image/8796916/resize/480/480?1594157127",""
"1393","Semillas de Quinua De La Abuela","5","Bolsa x 250 gr ","Despensa","Arroz y Granos","4100","https://images.jumpseller.com/store/cigarrerialarosa/5423347/Quinua.jpg?1594157141",""
"1394","Ciruelas Pasas Aburra","5","Bolsa x 180 gr ","Despensa","Arroz y Granos","3400","https://mercaldas.vteximg.com.br/arquivos/ids/187355-1300-1300/Uvas-Pasas-ABURRA-180-25-Un.jpg?v=637141071021900000",""
"1395","Coco Rallado Aburra ","5","Bolsa x 100 gr ","Despensa","Arroz y Granos","2800","https://www.eurosupermercados.com/eurosupermercado2020/contenidos/images/ecommerce_productos/7706667044052.jpg",""
"1396","Maiz-itos Ramo Natural","5","Bolsa x 215 gr","Pasabocas","Papas Fritas y Paquetes","3800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/206533-1000-1000/7702914550505-20-1.jpg?v=636287518861700000",""
"1397","Maiz-itos Ramo Limon","5","Bolsa x 215 gr","Pasabocas","Papas Fritas y Paquetes","3800","https://m.lopido.com/images/productos/sii/F/300x300/maizitos_limon-102745.png",""
"1398","Maiz-itos Ramo Natural","5","Bolsa x 50 gr","Pasabocas","Papas Fritas y Paquetes","1000","https://cdn.shopify.com/s/files/1/0115/1752/6097/products/maizitos_naturales_7702914595476_900x.jpg?v=1590436952",""
"1399","Maiz-itos Ramo Limon","5","Bolsa x 50 gr","Pasabocas","Papas Fritas y Paquetes","1000","https://mercafree.com/wp-content/uploads/2020/04/maizitos_limon-102745.png",""
"1400","Tostacos Ramo Queso","5","Bolsa x 200 gr","Pasabocas","Papas Fritas y Paquetes","3800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/224340-750-750/7702914159500-1.jpg?v=636304642740570000",""
"1401","Tostacos Ramo Picante","5","Bolsa x 200 gr","Pasabocas","Papas Fritas y Paquetes","3800","https://exitocol.vtexassets.com/arquivos/ids/1836366/Tostacos-Picantes-X-200-gr-695861_a.jpg?v=637244814087930000",""
"1402","Tostacos Ramo Queso","5","Bolsa x 38 gr","Pasabocas","Papas Fritas y Paquetes","1000","https://supermercadocomunal.com/1583-large_default/tostacos-ramo-queso-38-gr.jpg",""
"1403","Tostacos Ramo Picante","5","Bolsa x 38 gr","Pasabocas","Papas Fritas y Paquetes","1000","https://cdn.shopify.com/s/files/1/0358/7787/9941/products/2007777_1_2048x2048.jpg?v=1586651093",""
"1404","Platano Ramo Maduro","5","Bolsa x 140 gr","Pasabocas","Papas Fritas y Paquetes","3900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/191450-750-750/7702914159005.jpg?v=636167395661030000",""
"1405","Platano Ramo Verde","5","Bolsa x 140 gr","Pasabocas","Papas Fritas y Paquetes","3900","https://locatelcolombia.vteximg.com.br/arquivos/ids/188619-1000-1000/7702914158701.png?v=636051441717230000",""
"1406","Platano Ramo Maduro","5","Bolsa X 40 gr","Pasabocas","Papas Fritas y Paquetes","1500","https://m.lopido.com/images/productos/sii/F/300x300/platano_ramo_maduro-114642-1555020322.png",""
"1407","Platano Ramo Verde","5","Bolsa X 40 gr","Pasabocas","Papas Fritas y Paquetes","1500","https://m.lopido.com/images/productos/sii/F/300x300/platano_ramo_verde-104528-1509744970.png",""
"1408","Nachos Ramo Natural","5","Bolsa x 190 gr","Pasabocas","Papas Fritas y Paquetes","3700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3531730-1000-1000/7702914595032.jpg?v=637312040037230000",""
"1409","Nachos Ramo Queso","5","Bolsa x 190 gr","Pasabocas","Papas Fritas y Paquetes","3700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3531731-1000-1000/7702914595445.jpg?v=637312040045070000",""
"1410","Papas Ramo Paprika","5","Bolsa x 105 gr","Pasabocas","Papas Fritas y Paquetes","2700","https://mercaldas.vteximg.com.br/arquivos/ids/187281-1300-1300/Papa-RAMO-caseras-parrilla-x105-g.jpg?v=637141070810730000",""
"1411","Papas Ramo Natural","5","Bolsa x 105 gr","Pasabocas","Papas Fritas y Paquetes","2700","https://locatelcolombia.vteximg.com.br/arquivos/ids/225146-1000-1000/7702189053787_1_PAPAS-FRITAS-MARGARITA-NATURAL-X-105G.jpg?v=637242224193530000",""
"1412","Mani La Especial Limon Pimienta","5","Bolsa x 180 gr ","Pasabocas","Papas Fritas y Paquetes","5200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3351340-1000-1000/7702007055269.jpg?v=636772038653800000",""
"1413","Mani La Especial Sal","5","Bolsa x 200 gr ","Pasabocas","Papas Fritas y Paquetes","4300","https://cdn1.totalcode.net/la14/product-zoom/es/mani-la-especial-sal-doy-pack-x-200g-2.jpg",""
"1414","Mani La Especial con Pasas","5","Bolsa x 200 gr ","Pasabocas","Papas Fritas y Paquetes","4900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3537960-1000-1000/7702007001358-1.jpg?v=637345652997900000",""
"1415","Mani La Especial Confite ","5","Bolsa x 175 gr ","Pasabocas","Papas Fritas y Paquetes","7450","https://vixark.b-cdn.net/lp-i-i-g/mezcla-de-nueces-y-frutas-secas-con-chocolates-la-especial-175g.jpg",""
"1416","Mani La Especial  Maiz Tostado","5","Bolsa x 200 gr","Pasabocas","Papas Fritas y Paquetes","4100","https://d50xhnwqnrbqk.cloudfront.net/images/products/large/maiz-tostado-la-especial.jpg",""
"1417","Mani La Especial Arandanos","5","Bolsa x 180 gr ","Pasabocas","Papas Fritas y Paquetes","7500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/234343-1000-1000/7702007049176-1.jpg?v=636324390486870000",""
"1418","Mani La Especial Almendras y Marañones","5","Bolsa x 180 gr ","Pasabocas","Papas Fritas y Paquetes","7800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/233857-1000-1000/7702007049183-1.jpg?v=636323499851770000",""
"1419","Kola Graulada Tarrito Rojo JGB","5","Tarro x 380 gr","Drogeria","Salud  y Bienestar","13900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3488790-750-750/7702560026225.jpg?v=637195356532270000",""
"1420","Kola Graulada Tarrito Rojo JGB Fresa","5","Tarro x 380 gr","Drogeria","Salud  y Bienestar","13900","https://www.cruzverde.com.co/dw/image/v2/BDPM_PRD/on/demandware.static/-/Sites-masterCatalog_Colombia/default/dwc248c36b/images/large/163486-1-PROMO-TARRITO-ROJO-JGB-FCO-X-380GR-FRESA.jpg?sw=1000&sh=1000",""
"1421","Kola Graulada Tarrito Rojo JGB Vainilla","5","Tarro x 380 gr","Drogeria","Salud  y Bienestar","13900","https://www.cruzverde.com.co/on/demandware.static/-/Sites-masterCatalog_Colombia/default/dw4609de7c/images/large/42577-1-KOLA-GRAN-JGB-TAR-X-330GR-VAINILLA.jpg",""
"1422","Kola Graulada Tarrito Rojo JGB Tradicional","5","Tarro x 135 gr","Drogeria","Salud  y Bienestar","6200","https://www.cruzverde.com.co/on/demandware.static/-/Sites-masterCatalog_Colombia/default/dw1cf1eac3/images/large/21641-1-KOLA-GRANULADA-TARRITO-ROJO-.-GRANULA-TAR-X-135GR.jpg",""
"1423","Kola Graulada Tarrito Rojo JGB Fresa","5","Tarro x 135 gr","Drogeria","Salud  y Bienestar","6200","https://unidrogas.vteximg.com.br/arquivos/ids/356708-1000-1000/7702560026232.jpg?v=637323391960470000",""
"1424","Kola Graulada Tarrito Rojo JGB Vainilla","5","Tarro x 135 gr","Drogeria","Salud  y Bienestar","6200","https://unidrogas.vteximg.com.br/arquivos/ids/360741-1000-1000/7702560026126.jpg?v=637353281076900000",""
"1425","Pan Bimbo Familiar","5","Bolsa x 600 gr ","Panaderia y Pasteleria","Panaderia Empacada","4900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3478673-1000-1000/7705326074454.jpg?v=637158272509500000",""
"1426","Pan Bimbo Mediano","5","Bolsa x 350 gr ","Panaderia y Pasteleria","Panaderia Empacada","3200","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7705326077387.jpg",""
"1427","Pan Bimbo Integral","5","Bolsa x 480 gr ","Panaderia y Pasteleria","Panaderia Empacada","5500","https://cdn1.totalcode.net/la14/product-zoom/es/pan-integral-bimbo-barrilito--x-460g-1.jpg",""
"1428","Pan Bimbo Artesano","5","Bolsa x 500 gr","Panaderia y Pasteleria","Panaderia Empacada","4900","https://bodegaeltrebol.com/wp-content/uploads/2018/12/a-245.png",""
"1429","Pan Bimbo Vital Fruticereal","5","Bolsa x 500 gr","Panaderia y Pasteleria","Panaderia Empacada","6300","https://www.eurosupermercados.com/eurosupermercado2020/contenidos/images/ecommerce_productos/7705326073891.jpg",""
"1430","Pan Bimbo Vital Arandanos","5","Bolsa x 500 gr","Panaderia y Pasteleria","Panaderia Empacada","6300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3503266-1000-1000/7705326076038.jpg?v=637249021988370000",""
"1431","Pan Bimbo Super Hamburguesa","5","Bolsa x 350 gr","Panaderia y Pasteleria","Panaderia Empacada","4800","https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/09/bimbo_super_pan_hamburguesa_350gr.jpg?fit=600%2C600&ssl=1",""
"1432","Pan Bimbo Super Perro","5","Bolsa x 405 gr","Panaderia y Pasteleria","Panaderia Empacada","3900","https://exitocol.vtexassets.com/arquivos/ids/1910423-800-auto?width=800&height=auto&aspect=true",""
"1433","Pan Santa Clara Super Perro ","5","Bolsa x 400 gr","Panaderia y Pasteleria","Panaderia Empacada","2600","https://supermercadocomunal.com/2288-large_default/pan-perro-santa-clara-400-gr.jpg",""
"1434","Pan Santa Clara Hamburguesas","5","Bolsa x 400 gr","Panaderia y Pasteleria","Panaderia Empacada","2600","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/241034-750-750/7702766098057-1.jpg?v=636456840436500000",""
"1435","Pan Santa Clara Super Perro ","5","Bolsa x 800 gr ","Panaderia y Pasteleria","Panaderia Empacada","4500","https://mercaldas.vteximg.com.br/arquivos/ids/156253-1300-1300/67807.jpg?v=636885399786370000",""
"1436","Pan Santa Clara Hamburguesas","5","Bolsa x 800 gr ","Panaderia y Pasteleria","Panaderia Empacada","4500","https://mercaldas.vteximg.com.br/arquivos/ids/156251-1000-1000/67464.jpg?v=636885399760970000",""
"1437","Pan Santa Clara Super Extralargo","5","Bolsa x 650 gr","Panaderia y Pasteleria","Panaderia Empacada","3900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/239203-750-750/7702766098095-1.jpg?v=636414150045300000",""
"1438","Pan Santa Clara Extralargo ","5","Bolsa x 550 gr","Panaderia y Pasteleria","Panaderia Empacada","3400","https://metrocolombiafood.vteximg.com.br/arquivos/ids/161474-750-750/7702766098118-1.jpg?v=636670254822830000",""
"1439","Pan Santa Clara Extralargo Integral","5","Bolsa x 550 gr","Panaderia y Pasteleria","Panaderia Empacada","3800","https://metrocolombiafood.vteximg.com.br/arquivos/ids/161497-750-750/7702766098064-1.jpg?v=636670254850070000",""
"1440","Pan Santa Clara Extralargo Mantequilla","5","Bolsa x 550 gr","Panaderia y Pasteleria","Panaderia Empacada","3800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/239210-1000-1000/7702766098026-1.jpg?v=636414150058300000",""
"1441","Pan Santa Clara Mediano","5","Bolsa x 320 gr","Panaderia y Pasteleria","Panaderia Empacada","2600","https://metrocolombiafood.vteximg.com.br/arquivos/ids/161471-750-750/7702766097999-1.jpg?v=636670254820100000",""
"1442","Pan Santa Clara Mogolla Tricereal","5","Bolsa x 600 gr","Panaderia y Pasteleria","Panaderia Empacada","3900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/257961-1000-1000/7702766097906-1.jpg?v=636485968175000000",""
"1443","Pan Santa Clara Mantequilla","5","Bolsa x 400 gr","Panaderia y Pasteleria","Panaderia Empacada","3200","https://d50xhnwqnrbqk.cloudfront.net/images/products/large/Mogolla-Mantequilla-SantaClara-400g-800x800.jpg",""
"1444","Pan Santa Clara Morenitas","5","Bolsa x 400 gr","Panaderia y Pasteleria","Panaderia Empacada","3200","https://metrocolombiafood.vteximg.com.br/arquivos/ids/161450-262-262/7702766098132-1.jpg?v=636670254795600000",""
"1445","Pan Guadalupe Largo Integral","5","Bolsa x 570 gr","Panaderia y Pasteleria","Panaderia Empacada","4000","https://metrocolombiafood.vteximg.com.br/arquivos/ids/269643-750-750/7705326020499.jpg?v=637249021886800000",""
"1446","Pan Guadalupe Extralargo Mantequilla","5","Bolsa x 550 gr","Panaderia y Pasteleria","Panaderia Empacada","3900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3503283-750-750/7705326020505.jpg?v=637249022087400000",""
"1447","Pan Guadalupe Rendidor Blanco","5","Bolsa x 380 gr","Panaderia y Pasteleria","Panaderia Empacada","2800","https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/04/pan_guadalupe_tajado_x380gr.jpg?fit=800%2C800&ssl=1",""
"1448","Pan Guadalupe Mogolla Negra","5","Bolsa x 500 gr","Panaderia y Pasteleria","Panaderia Empacada","3400","https://metrocolombiafood.vteximg.com.br/arquivos/ids/161454-1000-1000/7705326075178-1.jpg?v=636670254799700000",""
"1449","Pan El Country Integral","5","Bolsa x 550 gr","Panaderia y Pasteleria","Panaderia Empacada","2800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3533084-1000-1000/7707272490012.jpg?v=637317199416970000",""
"1450","Pan El Country Multicereal","5","Bolsa x 560 gr ","Panaderia y Pasteleria","Panaderia Empacada","4800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3533086-1000-1000/7707272490050.jpg?v=637317202664970000",""
"1451","Pan El Country Mantequilla","5","Bolsa x 560 gr ","Panaderia y Pasteleria","Panaderia Empacada","3200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3533085-1000-1000/7707272490043.jpg?v=637317199930830000",""
"1452","Pan El Country Mogolla Tres Cereal","5","Bolsa x 400 gr ","Panaderia y Pasteleria","Panaderia Empacada","3100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515649-1000-1000/7707272490074.jpg?v=637281087488830000",""
"1453","Pan El Country Perro ","5","Bolsa x 360 gr","Panaderia y Pasteleria","Panaderia Empacada","2600","https://panelcountry.com/wp-content/uploads/pan-perro-x6-360g-recorte-FINAL.png",""
"1454","Pan El Country Hamburguesa","5","Bolsa x 370 gr ","Panaderia y Pasteleria","Panaderia Empacada","2600","https://panelcountry.com/wp-content/uploads/hamburguesa-x6.png",""
